Record Length,2.500000e+03,,  -0.000002020000,   0.12000,
Sample Interval,2.000000e-09,,  -0.000002018000,   0.12000,
Trigger Point,1.010000000000e+03,,  -0.000002016000,   0.12000,
,,,  -0.000002014000,   0.12000,
,,,  -0.000002012000,   0.12000,
,,,  -0.000002010000,   0.12000,
Source,CH2,,  -0.000002008000,   0.12000,
Vertical Units,V,,  -0.000002006000,   0.12000,
Vertical Scale,1.000000e+00,,  -0.000002004000,   0.08000,
Vertical Offset,-3.000000e+00,,  -0.000002002000,   0.12000,
Horizontal Units,s,,  -0.000002000000,   0.12000,
Horizontal Scale,5.000000e-07,,  -0.000001998000,   0.12000,
Pt Fmt,Y,,  -0.000001996000,   0.12000,
Yzero,0.000000e+00,,  -0.000001994000,   0.12000,
Probe Atten,1.000000e+00,,  -0.000001992000,   0.16000,
Model Number,TDS2012B,,  -0.000001990000,   0.16000,
Serial Number,C053422,,  -0.000001988000,   0.12000,
Firmware Version,FV:v22.01,,  -0.000001986000,   0.16000,
,,,-00.000001984000,   0.12000,
,,,-00.000001982000,   0.12000,
,,,-00.000001980000,   0.12000,
,,,-00.000001978000,   0.12000,
,,,-00.000001976000,   0.16000,
,,,-00.000001974000,   0.16000,
,,,-00.000001972000,   0.16000,
,,,-00.000001970000,   0.08000,
,,,-00.000001968000,   0.12000,
,,,-00.000001966000,   0.12000,
,,,-00.000001964000,   0.16000,
,,,-00.000001962000,   0.12000,
,,,-00.000001960000,   0.12000,
,,,-00.000001958000,   0.16000,
,,,-00.000001956000,   0.16000,
,,,-00.000001954000,   0.12000,
,,,-00.000001952000,   0.12000,
,,,-00.000001950000,   0.16000,
,,,-00.000001948000,   0.08000,
,,,-00.000001946000,   0.12000,
,,,-00.000001944000,   0.12000,
,,,-00.000001942000,   0.12000,
,,,-00.000001940000,   0.16000,
,,,-00.000001938000,   0.12000,
,,,-00.000001936000,   0.12000,
,,,-00.000001934000,   0.16000,
,,,-00.000001932000,   0.08000,
,,,-00.000001930000,   0.12000,
,,,-00.000001928000,   0.16000,
,,,-00.000001926000,   0.12000,
,,,-00.000001924000,   0.12000,
,,,-00.000001922000,   0.12000,
,,,-00.000001920000,   0.12000,
,,,-00.000001918000,   0.16000,
,,,-00.000001916000,   0.16000,
,,,-00.000001914000,   0.12000,
,,,-00.000001912000,   0.16000,
,,,-00.000001910000,   0.12000,
,,,-00.000001908000,   0.12000,
,,,-00.000001906000,   0.12000,
,,,-00.000001904000,   0.16000,
,,,-00.000001902000,   0.16000,
,,,-00.000001900000,   0.12000,
,,,-00.000001898000,   0.12000,
,,,-00.000001896000,   0.12000,
,,,-00.000001894000,   0.16000,
,,,-00.000001892000,   0.12000,
,,,-00.000001890000,   0.12000,
,,,-00.000001888000,   0.12000,
,,,-00.000001886000,   0.12000,
,,,-00.000001884000,   0.12000,
,,,-00.000001882000,   0.08000,
,,,-00.000001880000,   0.12000,
,,,-00.000001878000,   0.12000,
,,,-00.000001876000,   0.12000,
,,,-00.000001874000,   0.16000,
,,,-00.000001872000,   0.16000,
,,,-00.000001870000,   0.16000,
,,,-00.000001868000,   0.16000,
,,,-00.000001866000,   0.12000,
,,,-00.000001864000,   0.12000,
,,,-00.000001862000,   0.20000,
,,,-00.000001860000,   0.12000,
,,,-00.000001858000,   0.12000,
,,,-00.000001856000,   0.12000,
,,,-00.000001854000,   0.16000,
,,,-00.000001852000,   0.12000,
,,,-00.000001850000,   0.12000,
,,,-00.000001848000,   0.12000,
,,,-00.000001846000,   0.12000,
,,,-00.000001844000,   0.12000,
,,,-00.000001842000,   0.12000,
,,,-00.000001840000,   0.12000,
,,,-00.000001838000,   0.12000,
,,,-00.000001836000,   0.20000,
,,,-00.000001834000,   0.12000,
,,,-00.000001832000,   0.08000,
,,,-00.000001830000,   0.16000,
,,,-00.000001828000,   0.12000,
,,,-00.000001826000,   0.16000,
,,,-00.000001824000,   0.12000,
,,,-00.000001822000,   0.16000,
,,,-00.000001820000,   0.16000,
,,,-00.000001818000,   0.16000,
,,,-00.000001816000,   0.16000,
,,,-00.000001814000,   0.08000,
,,,-00.000001812000,   0.16000,
,,,-00.000001810000,   0.16000,
,,,-00.000001808000,   0.08000,
,,,-00.000001806000,   0.20000,
,,,-00.000001804000,   0.16000,
,,,-00.000001802000,   0.12000,
,,,-00.000001800000,   0.12000,
,,,-00.000001798000,   0.08000,
,,,-00.000001796000,   0.12000,
,,,-00.000001794000,   0.12000,
,,,-00.000001792000,   0.16000,
,,,-00.000001790000,   0.16000,
,,,-00.000001788000,   0.12000,
,,,-00.000001786000,   0.16000,
,,,-00.000001784000,   0.16000,
,,,-00.000001782000,   0.12000,
,,,-00.000001780000,   0.12000,
,,,-00.000001778000,   0.16000,
,,,-00.000001776000,   0.12000,
,,,-00.000001774000,   0.12000,
,,,-00.000001772000,   0.12000,
,,,-00.000001770000,   0.12000,
,,,-00.000001768000,   0.08000,
,,,-00.000001766000,   0.16000,
,,,-00.000001764000,   0.12000,
,,,-00.000001762000,   0.12000,
,,,-00.000001760000,   0.12000,
,,,-00.000001758000,   0.16000,
,,,-00.000001756000,   0.12000,
,,,-00.000001754000,   0.08000,
,,,-00.000001752000,   0.12000,
,,,-00.000001750000,   0.16000,
,,,-00.000001748000,   0.12000,
,,,-00.000001746000,   0.16000,
,,,-00.000001744000,   0.12000,
,,,-00.000001742000,   0.12000,
,,,-00.000001740000,   0.12000,
,,,-00.000001738000,   0.16000,
,,,-00.000001736000,   0.16000,
,,,-00.000001734000,   0.08000,
,,,-00.000001732000,   0.12000,
,,,-00.000001730000,   0.12000,
,,,-00.000001728000,   0.08000,
,,,-00.000001726000,   0.08000,
,,,-00.000001724000,   0.12000,
,,,-00.000001722000,   0.12000,
,,,-00.000001720000,   0.12000,
,,,-00.000001718000,   0.16000,
,,,-00.000001716000,   0.12000,
,,,-00.000001714000,   0.16000,
,,,-00.000001712000,   0.16000,
,,,-00.000001710000,   0.12000,
,,,-00.000001708000,   0.12000,
,,,-00.000001706000,   0.16000,
,,,-00.000001704000,   0.12000,
,,,-00.000001702000,   0.12000,
,,,-00.000001700000,   0.12000,
,,,-00.000001698000,   0.16000,
,,,-00.000001696000,   0.12000,
,,,-00.000001694000,   0.12000,
,,,-00.000001692000,   0.12000,
,,,-00.000001690000,   0.16000,
,,,-00.000001688000,   0.12000,
,,,-00.000001686000,   0.12000,
,,,-00.000001684000,   0.08000,
,,,-00.000001682000,   0.08000,
,,,-00.000001680000,   0.12000,
,,,-00.000001678000,   0.16000,
,,,-00.000001676000,   0.12000,
,,,-00.000001674000,   0.12000,
,,,-00.000001672000,   0.12000,
